name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,season,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id,kickoff_time_dt,opp_dyn_attack,opp_dyn_defence,opp_dyn_overall
Elliot Anderson,MID,Nott'm Forest,2.0,1,1,24,0,21.3,517,0.28,0.67,0.39,1.5,4,1,0,7.0,28.6,2025-08-17T13:00:00Z,90,5,0,0,0,0,1,0,664673,1,1.0,3.0,20.0,6,0,0,0,55,True,0,1,2025-26,Brentford,BRE,94,3,1135,1175,1100,1110,1170,1240,3.0,28785.0,2025.0,732253.0,1.0,0.0,0.4238816797733307,1.6045323610305786,0.8661668300628662,9154.0,2025-08-17 13:00:00+00:00,1127.7518453826706,1131.2162672698087,1129.4840563262396
James Tarkowski,DEF,Everton,3.8,0,0,7,0,2.1,291,0.01,0.21,0.2,2.07,10,1,0,4.0,31.0,2025-08-18T19:00:00Z,90,11,0,0,0,0,1,0,704639,1,0.0,1.0,7.0,4,0,0,0,55,False,0,1,2025-26,Leeds,LEE,2,3,1095,1145,1080,1100,1110,1190,1.0,28787.0,2025.0,732662.0,0.0,0.0,0.3569940626621246,0.0,0.0,1665.0,2025-08-18 19:00:00+00:00,1055.042782691495,1025.9107713413953,1040.476777016445
Ollie Watkins,FWD,Aston Villa,2.3,0,0,12,1,12.2,64,0.01,0.13,0.12,1.43,2,0,0,5.0,10.6,2025-08-16T11:30:00Z,90,15,0,0,0,0,1,0,2661379,1,0.0,0.0,27.0,2,0,0,0,90,True,0,1,2025-26,Newcastle,NEW,4,3,1160,1220,1170,1180,1150,1260,1.0,28779.0,2025.0,731707.0,1.0,0.0,0.0799555703997612,0.143439844250679,0.0,8865.0,2025-08-16 11:30:00+00:00,1113.0486582114797,1305.9986861734817,1209.5236721924807
Iliman Ndiaye,MID,Everton,2.7,0,0,11,0,12.1,299,0.02,0.02,0.0,2.07,10,1,0,2.7,12.6,2025-08-18T19:00:00Z,90,11,0,0,0,0,1,0,1180499,1,0.0,1.0,2.0,2,0,0,0,65,False,0,1,2025-26,Leeds,LEE,2,3,1095,1145,1080,1100,1110,1190,0.0,28787.0,2025.0,732668.0,1.0,0.0,0.0,0.0354994907975196,0.0,9307.0,2025-08-18 19:00:00+00:00,1055.042782691495,1025.9107713413953,1040.476777016445
William Saliba,DEF,Arsenal,4.5,0,1,25,1,0.1,6,0.0,0.0,0.0,1.52,9,0,0,3.2,31.4,2025-08-17T15:30:00Z,90,14,0,0,0,0,1,0,1257079,1,1.0,0.0,0.0,9,0,0,0,60,False,0,1,2025-26,Man Utd,MUN,1,3,1135,1205,1100,1150,1170,1260,0.0,28786.0,2025.0,732471.0,0.0,0.0,0.0,0.0608952939510345,0.0608952939510345,6888.0,2025-08-17 15:30:00+00:00,1251.9729073601766,1039.7894894745868,1145.8811984173815
Moisés Caicedo Corozo,MID,Chelsea,2.5,0,0,18,1,3.9,241,0.04,0.08,0.04,0.66,8,0,0,3.7,31.2,2025-08-17T13:00:00Z,90,8,0,0,0,0,1,0,507894,1,0.0,0.0,2.0,5,0,0,0,55,True,0,1,2025-26,Crystal Palace,CRY,31,3,1165,1205,1150,1150,1180,1260,1.0,28784.0,2025.0,732226.0,0.0,0.0,0.0389928631484508,0.3989457786083221,0.3599528968334198,9453.0,2025-08-17 13:00:00+00:00,1262.3076253753316,1063.4603013587162,1162.883963367024
Hjalmar Ekdal,DEF,Burnley,0.5,0,0,-5,0,0.5,190,0.0,0.0,0.0,2.32,6,3,0,1.8,9.8,2025-08-16T14:00:00Z,90,18,0,0,0,0,1,0,18679,1,0.0,3.0,8.0,1,0,0,0,40,False,0,1,2025-26,Spurs,TOT,6,3,1165,1175,1130,1150,1200,1200,0.0,28782.0,2025.0,731832.0,0.0,0.0,0.0,0.115449883043766,0.115449883043766,11704.0,2025-08-16 14:00:00+00:00,809.5666068583051,1273.0421719517983,1041.3043894050516
John McGinn,MID,Aston Villa,1.5,0,0,10,1,19.3,54,0.09,0.09,0.0,1.33,2,0,0,3.0,5.0,2025-08-16T11:30:00Z,83,15,0,0,0,0,1,0,63899,1,0.0,0.0,6.0,3,0,0,0,55,True,0,1,2025-26,Newcastle,NEW,4,3,1160,1220,1170,1180,1150,1260,0.0,28779.0,2025.0,731704.0,1.0,0.0,0.0,0.0,0.0,7723.0,2025-08-16 11:30:00+00:00,1113.0486582114797,1305.9986861734817,1209.5236721924807
Cole Palmer,MID,Chelsea,3.6,0,0,10,1,16.9,235,0.03,0.2,0.17,0.66,8,0,0,4.5,4.8,2025-08-17T13:00:00Z,90,8,0,0,0,0,1,0,6063687,1,0.0,0.0,23.0,3,0,0,0,105,True,0,1,2025-26,Crystal Palace,CRY,31,3,1165,1205,1150,1150,1180,1260,4.0,28784.0,2025.0,732228.0,1.0,0.0,0.2235148698091507,0.4012203812599182,0.2348302900791168,8497.0,2025-08-17 13:00:00+00:00,1262.3076253753316,1063.4603013587162,1162.883963367024
Bukayo Saka,MID,Arsenal,3.5,0,0,7,1,16.4,16,0.09,0.24,0.15,1.52,9,0,0,3.5,12.0,2025-08-17T15:30:00Z,90,14,0,0,0,0,1,0,1602493,1,1.0,0.0,7.0,3,0,0,0,100,False,0,1,2025-26,Man Utd,MUN,1,3,1135,1205,1100,1150,1170,1260,1.0,28786.0,2025.0,732476.0,1.0,0.0,0.1351037770509719,0.2805245518684387,0.0869006887078285,7322.0,2025-08-17 15:30:00+00:00,1251.9729073601766,1039.7894894745868,1145.8811984173815
Jeremie Frimpong,DEF,Liverpool,5.0,0,0,8,0,1.3,370,0.01,0.02,0.01,0.81,1,0,0,0.9,5.4,2025-08-15T19:00:00Z,59,4,0,0,0,0,1,0,3010630,1,2.0,4.0,2.0,1,0,0,0,60,True,0,1,2025-26,Bournemouth,BOU,91,3,1150,1220,1100,1240,1200,1200,1.0,28778.0,2025.0,731571.0,0.0,0.0,0.015647554770112,0.0271507985889911,0.0271507985889911,9328.0,2025-08-15 19:00:00+00:00,1057.7275089224418,1203.8378071496354,1130.7826580360384
Antoine Semenyo,MID,Bournemouth,1.4,0,3,42,0,1.3,82,0.02,0.93,0.91,2.21,1,4,2,10.0,66.4,2025-08-15T19:00:00Z,90,12,0,0,0,0,1,0,462445,1,2.0,4.0,32.0,15,0,0,0,70,False,0,1,2025-26,Liverpool,LIV,14,4,1230,1265,1170,1210,1290,1320,3.0,28778.0,2025.0,731592.0,0.0,2.0,0.8385053277015686,0.8385053277015686,0.0,11363.0,2025-08-15 19:00:00+00:00,1369.543449472034,974.6874140469388,1172.1154317594865
Mason Mount,MID,Man Utd,1.6,0,0,9,0,25.1,455,0.15,0.27,0.12,1.1,9,1,0,5.0,7.0,2025-08-17T15:30:00Z,64,1,0,0,0,0,1,0,23000,1,1.0,0.0,18.0,2,0,0,0,60,True,0,1,2025-26,Arsenal,ARS,3,5,1300,1375,1340,1400,1260,1350,2.0,28786.0,2025.0,732462.0,2.0,0.0,0.1368706226348877,0.3296763002872467,0.0573859587311744,7768.0,2025-08-17 15:30:00+00:00,1296.8599280389633,1592.2494107392426,1444.5546693891029
James Hill,DEF,Bournemouth,0.0,0,0,0,0,0.1,77,0.0,0.0,0.0,0.11,1,1,0,0.3,3.0,2025-08-15T19:00:00Z,1,12,0,0,0,0,1,0,65738,0,2.0,4.0,0.0,1,0,0,0,40,False,0,1,2025-26,Liverpool,LIV,14,4,1230,1265,1170,1210,1290,1320,0.0,28778.0,2025.0,731598.0,0.0,0.0,0.0,0.0,0.0,10747.0,2025-08-15 19:00:00+00:00,1369.543449472034,974.6874140469388,1172.1154317594865
Diogo Dalot Teixeira,DEF,Man Utd,1.4,0,0,2,0,14.1,440,0.15,0.15,0.0,1.03,9,1,0,2.3,6.8,2025-08-17T15:30:00Z,54,1,0,0,0,0,1,0,221219,1,1.0,0.0,2.0,1,0,0,0,45,True,0,1,2025-26,Arsenal,ARS,3,5,1300,1375,1340,1400,1260,1350,0.0,28786.0,2025.0,732457.0,1.0,0.0,0.0,0.2425223737955093,0.1274721920490265,7281.0,2025-08-17 15:30:00+00:00,1296.8599280389633,1592.2494107392426,1444.5546693891029
Maxence Lacroix,DEF,Crystal Palace,2.1,0,0,25,1,0.1,257,0.0,0.0,0.0,1.6,8,0,0,3.1,30.8,2025-08-17T13:00:00Z,90,7,0,0,0,0,1,0,96266,1,0.0,0.0,0.0,8,0,0,0,50,False,0,1,2025-26,Chelsea,CHE,8,3,1180,1190,1140,1160,1220,1220,1.0,28784.0,2025.0,732236.0,0.0,0.0,0.4323694705963135,0.313732236623764,0.313732236623764,8853.0,2025-08-17 13:00:00+00:00,1216.7845649396604,1029.442169972934,1123.113367456297
Michael Keane,DEF,Everton,2.4,0,0,10,0,0.4,295,0.0,0.0,0.0,2.07,10,1,0,2.4,19.8,2025-08-18T19:00:00Z,90,11,0,0,0,0,1,0,34296,1,0.0,1.0,4.0,2,0,0,0,45,False,0,1,2025-26,Leeds,LEE,2,3,1095,1145,1080,1100,1110,1190,0.0,28787.0,2025.0,732661.0,0.0,0.0,0.0,0.0,0.0,1653.0,2025-08-18 19:00:00+00:00,1055.042782691495,1025.9107713413953,1040.476777016445
Joël Piroe,FWD,Leeds,1.2,0,0,4,1,5.6,362,0.04,0.32,0.28,0.28,10,0,0,5.2,2.0,2025-08-18T19:00:00Z,77,9,0,0,0,0,1,0,204534,1,0.0,1.0,44.0,2,0,0,0,55,True,0,1,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,3.0,28787.0,2025.0,732652.0,0.0,0.0,0.5239394903182983,0.5561109185218811,0.0321714580059051,13835.0,2025-08-18 19:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Kevin Danso,DEF,Spurs,2.4,0,0,0,0,0.0,570,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,3,0,0,0,0,1,0,19361,0,0.0,3.0,0.0,0,0,0,0,45,True,0,1,2025-26,Burnley,BUR,90,3,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5261.0,2025-08-16 14:00:00+00:00,757.1881901804112,906.4088219521751,831.7985060662932
Harry Maguire,DEF,Man Utd,1.4,0,0,2,0,0.5,442,0.0,0.0,0.0,0.21,9,0,0,0.6,5.2,2025-08-17T15:30:00Z,10,1,0,0,0,0,1,0,64486,0,1.0,0.0,0.0,1,0,0,0,45,True,0,1,2025-26,Arsenal,ARS,3,5,1300,1375,1340,1400,1260,1350,0.0,28786.0,2025.0,732466.0,0.0,0.0,0.0,0.1100102663040161,0.1100102663040161,1687.0,2025-08-17 15:30:00+00:00,1296.8599280389633,1592.2494107392426,1444.5546693891029
Alex Iwobi,MID,Fulham,2.2,0,0,10,0,40.5,324,0.28,0.29,0.01,1.05,3,1,0,5.1,9.6,2025-08-16T14:00:00Z,65,6,0,0,0,0,1,0,158580,1,1.0,1.0,1.0,2,0,0,0,65,False,0,1,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,1.0,28780.0,2025.0,732727.0,3.0,0.0,0.0140686137601733,0.2425684332847595,0.0,500.0,2025-08-16 14:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Jefferson Lerma Solís,MID,Crystal Palace,1.0,0,0,3,0,1.0,272,0.0,0.0,0.0,0.38,8,0,0,0.4,1.0,2025-08-17T13:00:00Z,20,7,0,0,0,0,1,0,6436,0,0.0,0.0,2.0,1,0,0,0,50,False,0,1,2025-26,Chelsea,CHE,8,3,1180,1190,1140,1160,1220,1220,0.0,28784.0,2025.0,732246.0,0.0,0.0,0.0,0.0,0.0,2182.0,2025-08-17 13:00:00+00:00,1216.7845649396604,1029.442169972934,1123.113367456297
Kai Havertz,FWD,Arsenal,2.9,0,0,4,0,0.8,30,0.01,0.01,0.0,0.82,9,0,0,0.6,2.8,2025-08-17T15:30:00Z,30,14,0,0,0,0,1,0,117967,0,1.0,0.0,2.0,1,0,0,0,75,False,0,1,2025-26,Man Utd,MUN,1,3,1135,1205,1100,1150,1170,1260,0.0,28786.0,2025.0,732479.0,0.0,0.0,0.0,0.1889845728874206,0.1889845728874206,5220.0,2025-08-17 15:30:00+00:00,1251.9729073601766,1039.7894894745868,1145.8811984173815
Martin Dúbravka,GK,Burnley,0.5,0,0,5,0,0.0,470,0.0,0.0,0.0,2.32,6,3,0,2.6,25.6,2025-08-16T14:00:00Z,90,18,0,0,0,0,1,3,3377673,1,0.0,3.0,0.0,2,0,0,0,40,False,0,1,2025-26,Spurs,TOT,6,3,1165,1175,1130,1150,1200,1200,0.0,28782.0,2025.0,731829.0,0.0,0.0,0.0,0.0,0.0,6532.0,2025-08-16 14:00:00+00:00,809.5666068583051,1273.0421719517983,1041.3043894050516
Ilia Gruev,MID,Leeds,1.0,0,0,3,0,0.3,356,0.0,0.0,0.0,0.28,10,0,0,0.2,1.6,2025-08-18T19:00:00Z,12,9,0,0,0,0,1,0,4328,0,0.0,1.0,0.0,1,0,0,0,50,True,0,1,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,0.0,28787.0,2025.0,732654.0,0.0,0.0,0.0,0.0667071118950843,0.0667071118950843,8000.0,2025-08-18 19:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Daniel James,MID,Leeds,1.5,0,0,6,1,15.7,353,0.05,0.19,0.14,0.28,10,0,0,3.3,6.2,2025-08-18T19:00:00Z,77,9,0,0,0,0,1,0,49896,1,0.0,1.0,11.0,3,0,0,0,55,True,0,1,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,2.0,28787.0,2025.0,732651.0,1.0,0.0,0.1218004897236824,0.1973362267017364,0.0,5595.0,2025-08-18 19:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Caoimhín Kelleher,GK,Brentford,1.7,0,0,4,0,0.0,101,0.0,0.0,0.0,1.86,4,3,0,1.2,11.8,2025-08-17T13:00:00Z,90,16,0,0,0,0,1,2,1113397,1,1.0,3.0,0.0,1,0,0,0,45,False,0,1,2025-26,Nott'm Forest,NFO,17,3,1100,1130,1100,1110,1100,1150,0.0,28785.0,2025.0,732262.0,0.0,0.0,0.0,0.0751350820064544,0.0751350820064544,7904.0,2025-08-17 13:00:00+00:00,904.5172676782477,885.3734443496166,894.9453560139322
Fer López González,MID,Wolves,1.5,0,0,5,0,0.6,645,0.02,0.1,0.08,0.24,7,1,0,2.3,3.4,2025-08-16T16:30:00Z,18,13,0,0,0,0,1,0,4451,0,4.0,0.0,19.0,1,0,0,0,55,True,0,1,2025-26,Man City,MCI,43,4,1250,1305,1210,1230,1290,1380,2.0,28783.0,2025.0,732749.0,0.0,0.0,0.106451541185379,0.106451541185379,0.0,13200.0,2025-08-16 16:30:00+00:00,1368.8220095060758,1123.555564792814,1246.1887871494453
Sean Longstaff,MID,Leeds,1.0,0,0,3,0,0.3,493,0.0,0.0,0.0,0.0,10,0,0,0.1,0.2,2025-08-18T19:00:00Z,1,9,0,0,0,0,1,0,18431,0,0.0,1.0,0.0,1,0,0,0,50,True,0,1,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,0.0,28787.0,2025.0,732657.0,0.0,0.0,0.0,0.0,0.0,7078.0,2025-08-18 19:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Nathan Collins,DEF,Brentford,2.6,0,0,0,0,0.2,106,0.0,0.02,0.02,1.86,4,3,0,1.5,9.8,2025-08-17T13:00:00Z,90,16,0,0,0,0,1,0,173943,1,1.0,3.0,5.0,0,0,0,0,50,False,1,1,2025-26,Nott'm Forest,NFO,17,3,1100,1130,1100,1110,1100,1150,1.0,28785.0,2025.0,732264.0,0.0,0.0,0.0131899788975715,0.0751350820064544,0.0751350820064544,9733.0,2025-08-17 13:00:00+00:00,904.5172676782477,885.3734443496166,894.9453560139322
Jack Harrison,MID,Leeds,1.5,0,0,3,0,1.3,352,0.0,0.0,0.0,0.28,10,0,0,0.6,2.2,2025-08-18T19:00:00Z,12,9,0,0,0,0,1,0,15044,0,0.0,1.0,2.0,1,0,0,0,55,True,0,1,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,0.0,28787.0,2025.0,732658.0,0.0,0.0,0.0,0.0273878462612628,0.0273878462612628,8720.0,2025-08-18 19:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Myles Lewis-Skelly,DEF,Arsenal,3.8,0,0,-1,0,0.0,10,0.0,0.0,0.0,0.66,9,0,0,0.0,0.2,2025-08-17T15:30:00Z,18,14,0,0,0,0,1,0,399029,0,1.0,0.0,0.0,0,0,0,0,55,False,1,1,2025-26,Man Utd,MUN,1,3,1135,1205,1100,1150,1170,1260,0.0,28786.0,2025.0,732483.0,0.0,0.0,0.0,0.0,0.0,12272.0,2025-08-17 15:30:00+00:00,1251.9729073601766,1039.7894894745868,1145.8811984173815
Altay Bayındır,GK,Man Utd,2.6,0,0,11,0,0.0,431,0.0,0.0,0.0,1.31,9,1,0,1.3,13.4,2025-08-17T15:30:00Z,90,1,0,0,0,0,1,2,31564,1,1.0,0.0,0.0,2,0,0,0,50,True,0,1,2025-26,Arsenal,ARS,3,5,1300,1375,1340,1400,1260,1350,0.0,28786.0,2025.0,732453.0,0.0,0.0,0.0,0.0828805267810821,0.0828805267810821,12054.0,2025-08-17 15:30:00+00:00,1296.8599280389633,1592.2494107392426,1444.5546693891029
Neco Williams,DEF,Nott'm Forest,2.6,0,0,10,0,28.8,508,0.09,0.09,0.0,1.5,4,1,0,5.0,19.0,2025-08-17T13:00:00Z,90,5,0,0,0,0,1,0,1038264,1,1.0,3.0,2.0,1,0,0,0,50,True,1,1,2025-26,Brentford,BRE,94,3,1135,1175,1100,1110,1170,1240,0.0,28785.0,2025.0,732252.0,2.0,0.0,0.0,1.1594305038452148,0.8009052872657776,8204.0,2025-08-17 13:00:00+00:00,1127.7518453826706,1131.2162672698087,1129.4840563262396
Daniel Muñoz Mejía,DEF,Crystal Palace,2.8,0,0,17,1,0.4,256,0.0,0.05,0.05,1.6,8,0,0,1.6,10.0,2025-08-17T13:00:00Z,90,7,0,0,0,0,1,0,813663,1,0.0,0.0,6.0,5,0,0,0,55,False,1,1,2025-26,Chelsea,CHE,8,3,1180,1190,1140,1160,1220,1220,1.0,28784.0,2025.0,732239.0,0.0,0.0,0.061410117894411,0.0869690179824829,0.0255588982254266,12408.0,2025-08-17 13:00:00+00:00,1216.7845649396604,1029.442169972934,1123.113367456297
Pedro Lomba Neto,MID,Chelsea,2.8,0,0,18,1,37.7,236,0.36,0.39,0.03,0.66,8,0,0,6.2,13.8,2025-08-17T13:00:00Z,90,8,0,0,0,0,1,0,361022,1,0.0,0.0,10.0,3,0,0,0,70,True,0,1,2025-26,Crystal Palace,CRY,31,3,1165,1205,1150,1150,1180,1260,1.0,28784.0,2025.0,732227.0,2.0,0.0,0.0189886204898357,0.1260512471199035,0.0206609163433313,6382.0,2025-08-17 13:00:00+00:00,1262.3076253753316,1063.4603013587162,1162.883963367024
Anthony Gordon,MID,Newcastle,3.0,0,0,4,1,13.0,485,0.03,0.58,0.55,0.2,2,0,0,5.9,5.4,2025-08-16T11:30:00Z,90,2,0,0,0,0,1,0,151396,1,0.0,0.0,41.0,3,0,0,0,75,False,0,1,2025-26,Aston Villa,AVL,7,3,1145,1185,1150,1170,1140,1200,7.0,28779.0,2025.0,731718.0,1.0,0.0,0.6037954092025757,0.5713272094726562,0.0,8150.0,2025-08-16 11:30:00+00:00,957.3297404253269,1217.9106790999704,1087.6202097626485
Nico González Iglesias,MID,Man City,2.6,0,0,27,1,5.6,423,0.05,0.1,0.05,0.56,7,0,0,3.6,24.8,2025-08-16T16:30:00Z,90,20,0,0,0,0,1,0,6190,1,4.0,0.0,6.0,3,0,0,0,60,False,0,1,2025-26,Wolves,WOL,39,3,1070,1085,1050,1050,1090,1120,2.0,28783.0,2025.0,732757.0,0.0,0.0,0.0861339047551155,0.7597863078117371,0.7597863078117371,9802.0,2025-08-16 16:30:00+00:00,771.5462921685557,1135.2865190161847,953.4164055923702
Keane Lewis-Potter,DEF,Brentford,2.6,0,0,-8,0,4.5,107,0.0,0.12,0.12,1.86,4,3,0,1.7,5.4,2025-08-17T13:00:00Z,68,16,0,0,0,0,1,0,40255,1,1.0,3.0,7.0,1,0,0,0,50,False,0,1,2025-26,Nott'm Forest,NFO,17,3,1100,1130,1100,1110,1100,1150,2.0,28785.0,2025.0,732269.0,0.0,0.0,0.0646405965089798,0.0646405965089798,0.0,10809.0,2025-08-17 13:00:00+00:00,904.5172676782477,885.3734443496166,894.9453560139322
Mathys Tel,MID,Spurs,2.7,0,0,1,0,0.1,584,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,5,3,0,0,0,0,1,0,13227,0,0.0,3.0,0.0,1,0,0,0,65,True,0,1,2025-26,Burnley,BUR,90,3,1055,1095,1010,1090,1100,1100,0.0,28782.0,2025.0,731824.0,0.0,0.0,0.0,0.0,0.0,9780.0,2025-08-16 14:00:00+00:00,757.1881901804112,906.4088219521751,831.7985060662932
Joachim Andersen,DEF,Fulham,1.9,0,0,14,0,1.0,317,0.01,0.01,0.0,1.48,3,1,0,2.1,16.4,2025-08-16T14:00:00Z,90,6,0,0,0,0,1,0,299085,1,1.0,1.0,4.0,2,0,0,0,45,False,0,1,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,0.0,28780.0,2025.0,732720.0,0.0,0.0,0.0,0.1059196814894676,0.1059196814894676,6314.0,2025-08-16 14:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Sepp van den Berg,DEF,Brentford,1.9,0,0,6,0,0.6,113,0.0,0.21,0.21,1.86,4,3,0,5.9,34.4,2025-08-17T13:00:00Z,90,16,0,0,0,0,1,0,37559,1,1.0,3.0,24.0,3,0,0,0,45,False,0,1,2025-26,Nott'm Forest,NFO,17,3,1100,1130,1100,1110,1100,1150,2.0,28785.0,2025.0,732265.0,0.0,0.0,0.2126000523567199,0.2877351343631744,0.0751350820064544,10721.0,2025-08-17 13:00:00+00:00,904.5172676782477,885.3734443496166,894.9453560139322
Wilfried Gnonto,MID,Leeds,1.5,0,0,12,1,6.3,351,0.01,0.15,0.14,0.08,10,0,0,2.4,6.6,2025-08-18T19:00:00Z,66,9,0,0,0,0,1,0,35555,1,0.0,1.0,11.0,3,0,0,0,55,True,0,1,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,3.0,28787.0,2025.0,732653.0,0.0,0.0,0.1344490796327591,0.2237484008073806,0.1224658265709877,11155.0,2025-08-18 19:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Lucas Estella Perri,GK,Leeds,1.8,0,0,24,1,0.0,665,0.0,0.0,0.0,0.55,10,0,0,1.1,11.2,2025-08-18T19:00:00Z,90,9,0,0,0,0,1,1,33149,1,0.0,1.0,0.0,6,0,0,0,45,True,0,1,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,0.0,28787.0,2025.0,732643.0,0.0,0.0,0.0,0.0902943685650825,0.0902943685650825,12369.0,2025-08-18 19:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Micky van de Ven,DEF,Spurs,2.4,0,0,27,1,1.0,575,0.01,0.6,0.59,0.94,6,0,0,2.7,11.6,2025-08-16T14:00:00Z,90,3,0,0,0,0,1,0,2650169,1,0.0,3.0,14.0,6,0,0,0,45,True,0,1,2025-26,Burnley,BUR,90,3,1055,1095,1010,1090,1100,1100,2.0,28782.0,2025.0,731816.0,0.0,0.0,0.279814749956131,0.6988369822502136,0.6988369822502136,10050.0,2025-08-16 14:00:00+00:00,757.1881901804112,906.4088219521751,831.7985060662932
Nikola Milenković,DEF,Nott'm Forest,3.3,0,0,5,0,0.5,505,0.0,0.0,0.0,1.5,4,1,0,1.8,17.2,2025-08-17T13:00:00Z,90,5,0,0,0,0,1,0,1001005,1,1.0,3.0,0.0,2,0,0,0,55,True,0,1,2025-26,Brentford,BRE,94,3,1135,1175,1100,1110,1170,1240,0.0,28785.0,2025.0,732251.0,0.0,0.0,0.0,0.0295912493020296,0.0295912493020296,6174.0,2025-08-17 13:00:00+00:00,1127.7518453826706,1131.2162672698087,1129.4840563262396
Guglielmo Vicario,GK,Spurs,3.6,0,2,36,1,0.0,565,0.0,0.0,0.0,0.94,6,0,0,3.0,30.0,2025-08-16T14:00:00Z,90,3,0,0,0,0,1,4,394152,1,0.0,3.0,0.0,9,0,0,0,50,True,0,1,2025-26,Burnley,BUR,90,3,1055,1095,1010,1090,1100,1100,0.0,28782.0,2025.0,731813.0,0.0,0.0,0.0,0.5460435152053833,0.5460435152053833,8858.0,2025-08-16 14:00:00+00:00,757.1881901804112,906.4088219521751,831.7985060662932
Mikel Merino Zazón,MID,Arsenal,2.6,0,0,2,0,0.0,22,0.0,0.0,0.0,0.49,9,0,0,0.1,1.2,2025-08-17T15:30:00Z,7,14,0,0,0,0,1,0,61676,0,1.0,0.0,0.0,1,0,0,0,60,False,0,1,2025-26,Man Utd,MUN,1,3,1135,1205,1100,1150,1170,1260,0.0,28786.0,2025.0,732481.0,0.0,0.0,0.0,0.0,0.0,5304.0,2025-08-17 15:30:00+00:00,1251.9729073601766,1039.7894894745868,1145.8811984173815
Ismaïla Sarr,MID,Crystal Palace,1.7,0,0,16,1,15.5,267,0.01,0.01,0.0,1.6,8,0,0,2.6,10.0,2025-08-17T13:00:00Z,90,7,0,0,0,0,1,0,502135,1,0.0,0.0,0.0,3,0,0,0,65,False,0,1,2025-26,Chelsea,CHE,8,3,1180,1190,1140,1160,1220,1220,0.0,28784.0,2025.0,732243.0,1.0,0.0,0.0,0.330924242734909,0.3053653538227081,5675.0,2025-08-17 13:00:00+00:00,1216.7845649396604,1029.442169972934,1123.113367456297
Justin Devenny,MID,Crystal Palace,0.5,0,0,5,0,0.0,276,0.0,0.0,0.0,0.38,8,0,0,0.5,3.0,2025-08-17T13:00:00Z,6,7,0,0,0,0,1,0,190346,0,0.0,0.0,2.0,1,0,0,0,45,False,0,1,2025-26,Chelsea,CHE,8,3,1180,1190,1140,1160,1220,1220,0.0,28784.0,2025.0,732247.0,0.0,0.0,0.0,0.0,0.0,13038.0,2025-08-17 13:00:00+00:00,1216.7845649396604,1029.442169972934,1123.113367456297
Igor Thiago Nascimento Rodrigues,FWD,Brentford,2.0,0,0,17,0,10.7,136,0.01,0.92,0.91,1.86,4,3,1,6.9,36.4,2025-08-17T13:00:00Z,90,16,0,0,0,0,1,0,80239,1,1.0,3.0,22.0,6,0,0,0,60,False,0,1,2025-26,Nott'm Forest,NFO,17,3,1100,1130,1100,1110,1100,1150,2.0,28785.0,2025.0,732272.0,1.0,0.0,0.1230672672390937,0.1668284833431244,0.0,13222.0,2025-08-17 13:00:00+00:00,904.5172676782477,885.3734443496166,894.9453560139322
